comic_no,vw_0,vw_1,vw_2,vw_3,vw_4,vw_5,vw_6,vw_7,vw_8,vw_9,vw_10,vw_11,vw_12,vw_13,vw_14,vw_15,vw_16,vw_17,vw_18,vw_19,vw_20,vw_21,vw_22,vw_23,vw_24,vw_25,vw_26,vw_27,vw_28,vw_29,vw_30,vw_31,vw_32,vw_33,vw_34,vw_35,vw_36,vw_37,vw_38,vw_39,vw_40,vw_41,vw_42,vw_43,vw_44,vw_45,vw_46,vw_47,vw_48,vw_49,vw_50,vw_51,vw_52,vw_53,vw_54,vw_55,vw_56,vw_57,vw_58,vw_59,vw_60,vw_61,vw_62,vw_63
10,0,0,0.1692423245311627,0,0,0.2938790433952317,0,0,0.3059525544449437,0,0,0,0,0,0.15385866785307237,0,0,0,0.15374787025430522,0.149429621189711,0,0,0,0,0,0.2738303357332548,0,0,0,0.17967255477150607,0.3020470862025209,0.14932440773688596,0,0,0.15806239511296777,0.1750054425726768,0,0,0,0,0,0,0,0,0.14869582865891268,0,0,0,0,0,0.1658598639337161,0,0.13405291969766406,0.18429190230257003,0,0.1644681075275802,0.27529187943502875,0.19086642922383962,0,0.42418927515447763,0.15679093018690904,0,0,0
11,0,0,0,0,0,0.22020047718624428,0,0,0,0,0,0,0,0,0,0,0,0.7602728457614295,0.23040332515874862,0,0,0,0,0,0,0,0,0,0,0,0.2263207057777871,0,0,0,0.23686898138066362,0,0,0.2222082796979572,0,0,0,0,0,0,0,0,0,0,0,0,0.24855410418041687,0,0,0,0.24367794408046414,0,0.2062733106680411,0,0,0,0,0,0,0
12,0,0,0,0.21635635432263176,0,0,0.4715781903267662,0,0.19218906012868198,0,0,0,0,0,0,0,0,0.21245803758885418,0,0.18773328108952586,0,0,0.21618389090576523,0.5604341811793149,0,0,0.18019984627716656,0,0.1699734785048793,0,0,0,0,0,0,0,0,0.18628812788917162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16841503213424477,0,0,0.20662661937380028,0,0,0,0,0,0.18973577689908003,0.2225737458220051,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21431950754027423,0,0.3787562457852415,0,0,0,0,0,0.347036113451585,0,0,0.5143881486644807,0.2277061996613846,0.1913981637469265,0,0.18066485993783518,0,0.20031878183243806,0,0,0.1879203078542481,0,0,0,0,0,0,0,0.1854475095638499,0,0,0,0,0,0,0.1698906153846748,0.2335604831525469,0.20607708376634376,0,0,0,0,0.1791973328098255,0,0.1913981637469265,0,0
14,0,0.24035413040497813,0,0,0,0,0,0,0.22014990764349215,0,0,0,0,0,0,0,0.24091359469977447,0.24336774071316436,0.22126031598771825,0.21504587444153347,0,0,0,0,0,0,0.206416429159535,0,0,0,0.6520191170043341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2139898652300542,0,0,0,0,0,0,0,0,0,0,0,0,0.2746780581198436,0,0.20348521013448587,0.22563961829053264,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4984469132028372,0,0.4404402654118453,0,0,0,0,0,0.4035542109654822,0.2113830527567471,0,0,0.2647902975351827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21913871466293727,0,0,0,0,0,0,0,0.19755890117633954,0,0,0.24238292366165448,0.20285407183451795,0,0,0.20838130513260492,0,0.22256915622675896,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32208898116962414,0,0,0,0,0,0,0,0,0,0,0,0.2777637024170721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670905172887737,0,0,0,0,0.3016634646535861,0,0,0,0,0,0,0,0.2719569779975965,0,0,0,0.2792462400941414,0,0.3550385280868034,0,0,0,0,0
17,0,0,0,0.2364839497403061,0,0.201778650161363,0,0,0,0.18432449499718875,0,0,0,0,0,0,0,0.4644459465069757,0,0.20519807679674051,0,0,0,0,0,0.3760262377278822,0,0,0,0.24672794054308053,0,0,0,0,0.43410535652620325,0,0,0,0,0.2270616587389321,0.19575693980775438,0,0,0,0.20419042640661828,0,0,0,0,0,0,0,0.18408265437564117,0,0,0,0,0,0,0,0,0,0,0.23535741235628044
18,0,0,0,0.17536528398991952,0,0.1496294794107926,0,0,0,0,0,0,0,0,0,0,0,0.34441109173203605,0,0.6086606562713804,0.17261124720036625,0,0,0.15141793831734326,0.17480747080511191,0.27884322821580465,0.1460590206202674,0,0,0,0,0.1520580245182444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13650696801052478,0,0.16558276522631346,0,0.14016576388022361,0,0,0.4319547231385591,0,0,0,0
19,0,0,0,0,0,0.25418638729939025,0,0,0,0,0,0,0,0.09154704922092885,0.0887185387213263,0,0,0,0,0.3446585835850981,0,0,0,0,0,0.07894851678757542,0.08270699715534587,0,0.07801336290578514,0,0,0,0.082200221676451,0.8363029511227773,0,0,0.08665269800361868,0,0,0,0,0,0,0,0.08574152380659662,0,0,0,0,0,0,0,0.07729807694852316,0,0,0.09483619200474906,0,0,0,0.16306503086283491,0.09040935038007537,0,0.1021555042518802,0
20,0,0,0.11905040271417187,0,0.1198964237939898,0,0,0,0.10760835068592256,0,0,0.11667107297259362,0,0.11167959377845448,0,0,0.23551510750975232,0,0.10815111362318239,0.31534056204928146,0.11923738270765209,0.236616472069021,0,0.20919469562711565,0.12075450258667514,0.2889313754822449,0,0,0.09516965049942257,0.12638735648122895,0.531173678786703,0.2100790204268101,0,0.291490939520598,0,0,0,0.10430436665385573,0,0.11631322639458312,0,0,0,0.1227062945524206,0.10459734781355783,0,0,0,0,0,0.11667107297259362,0,0.09429706262441992,0,0,0,0.09682450652185057,0,0,0.09946271650047493,0.11029169820486684,0,0,0.1205627587637522
21,0,0,0,0,0,0.19183656346941771,0,0,0,0,0,0,0,0,0,0,0,0,0.20072518767975805,0.195087507284544,0.22130096695838666,0.21957649890530512,0,0,0,0,0,0,0.17663198572759609,0,0.19716844846645074,0,0.18611155629189577,0.2704991727874331,0,0,0,0.1935857419403004,0,0.43174764300691243,0,0,0,0,0.19412950608934776,0,0,0.22664003875578684,0,0,0,0,0.3500249781779294,0.24060188031454804,0,0,0.1797033483290223,0,0,0.18459978605728325,0,0,0,0.22376082473233314
22,0,0,0,0.21998789617840162,0,0,0,0,0.1954149539013123,0,0,0,0,0,0,0,0,0.2160241461901671,0,0.38176876920349595,0,0.21484576562564042,0,0,0,0,0.36644900214089576,0,0.17282648369390552,0,0.19292049230761632,0.1907499828343177,0,0,0,0.2235554499936196,0,0,0,0,0,0,0,0.22283256587909986,0.1899470233573601,0,0,0,0,0,0.21187270505706812,0,0.17124187879770955,0,0,0,0,0.24381659133881511,0,0.3612452386073473,0,0.19292049230761632,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0.16315645815598168,0.14356833869257635,0,0,0,0,0.13903234409532642,0.27025480713220384,0.15328416200499406,0,0,0.4033915315012323,0,0.371432203240603,0,0,0,0.1624757235216331,0.13656876791996955,0,0,0.3747226195497149,0.1429339168700596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14648940343247172,0.4499552215434487,0,0.12122243792750619,0.16665294376131834,0,0,0.12447156258149297,0.17259820913423068,0,0,0,0.13656876791996955,0,0
24,0,0,0,0.14067618961011238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2762829617240934,0.1255927659803206,0,0.13846693021289502,0.13738793900539023,0,0,0,0.11184255501287595,0.11716701282920484,0,0.22103553524650554,0.14676998833986915,0.12336733168961954,0,0.11644908845666749,0.6770000257259858,0,0,0,0,0,0,0,0,0,0,0.1214658803411017,0.11953178638446965,0,0.14180756126450386,0,0,0,0,0.32851336954560495,0.15054341708714927,0,0,0.22487900829441274,0,0,0,0.1280785650573904,0,0,0.14000605116387912
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23607869824219033,0,0.41721018530838155,0,0.23479092298829596,0,0,0,0.1911348034692634,0,0,0.1888707906583523,0,0,0,0,0,0.22065652254999013,0,0,0.41399854040972733,0,0,0,0,0,0,0.20758071169372644,0,0.25595527651101535,0,0,0,0,0,0,0,0,0.2295989545867404,0,0,0,0.39478135745777954,0,0.21083022195181633,0.24731905073053206,0
