comic_no,Book Title,Vol,Issue,Year,Month,genre,link,our_idx,img_folderpath,_old_comic_no
507,More Fun Comics 089f (1943) (c2c) (AP-brianzc-DCP),,aquaman,,,superhero|adventure,,515,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\aquaman\page_img,3966
508,"More Fun Comics 090 (1943) (INC) [-ifc,ibc,bc]",,aquaman,,,superhero|adventure,,516,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\aquaman\page_img,3967
509,More Fun Comics 091f (1943) (c2c) (AP-brianzc-DCP),,aquaman,,,superhero|adventure,,517,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\aquaman\page_img,3968
510,More Fun Comics 092 (1943) (c2c) (ABPC),,aquaman,,,superhero|adventure,,518,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\aquaman\page_img,3969
511,More Fun Comics 093f (1943) (c2c) (AP-brianzc-DCP),,aquaman,,,superhero|adventure,,519,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\aquaman\page_img,3970
512,More Fun Comics 094f (1943) (c2c) (AP-brianzc),,aquaman,,,superhero|adventure,,520,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\aquaman\page_img,3971
513,More Fun Comics 095 (1943) (c2c) (Oldwayne-AP-brianzc),,aquaman,,,superhero|adventure,,521,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\aquaman\page_img,3972
514,More Fun Comics 096 (1944) (c2c) (Los Pollos Hermanos),,aquaman,,,superhero|adventure,,522,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\aquaman\page_img,3973
515,More Fun Comics 097 (1944) (c2c) (Los Pollos Hermanos),,aquaman,,,superhero|adventure,,523,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\aquaman\page_img,3974
516,More Fun Comics 099 (1944) (c2c) (F) (Oldwayne-AP-Brianzc),,aquaman,,,superhero|adventure,,524,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\aquaman\page_img,3975
517,More Fun Comics 100 (1944) (c2c) (AP-Snard),,aquaman,,,superhero|adventure,,525,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\aquaman\page_img,3976
518,More Fun Comics 101 (1945) (Millennium Edition),,aquaman,,,superhero|adventure,,526,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\aquaman\page_img,3977
519,More Fun Comics 102 (1945) (c2c) (Los Pollos Hermanos),,aquaman,,,superhero|adventure,,527,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\aquaman\page_img,3978
520,More Fun Comics 103 (1945) (c2c),,aquaman,,,superhero|adventure,,528,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\aquaman\page_img,3979
521,More Fun Comics 104 (1945) (c2c) (Oldwayne-AP),,aquaman,,,superhero|adventure,,529,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\aquaman\page_img,3980
522,More Fun Comics 105 (1945) (c2c),,aquaman,,,superhero|adventure,,530,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\aquaman\page_img,3981
523,More Fun Comics 106 (1945) (INC) (Yocitrus-DCP),,aquaman,,,superhero|adventure,,531,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\aquaman\page_img,3982
524,More Fun Comics 107 (1946) (c2c) (Los Pollos Hermanos),,aquaman,,,superhero|adventure,,532,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\aquaman\page_img,3983
525,Archie 75 Series 001 - Archie (2015) (Digital-Empire),,archie,,,romance|humour,,533,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\archie\page_img,3984
526,Archie 75 Series 002 - Sabrina the Teenage Witch (2015) (Digital-Empire),,archie,,,romance|humour,,534,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\archie\page_img,3985
527,Archie 75 Series 003 - Everything_s Archie (2015) (Digital-Empire),,archie,,,romance|humour,,535,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\archie\page_img,3986
528,Archie 75 Series 004 - Kevin Keller (2015) (Digital-Empire),,archie,,,romance|humour,,536,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\archie\page_img,3987
529,Archie 75 Series 005 - Reggie _ Me (2015) (Digital-Empire),,archie,,,romance|humour,,537,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\archie\page_img,3988
530,Archie 75 Series 006 - Archie_s TV Laugh-Out (2015) (Digital-Empire),,archie,,,romance|humour,,538,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\archie\page_img,3989
531,Archie 75 Series 007 - Betty_s Diary (2016) (Digital-Empire),,archie,,,romance|humour,,539,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\archie\page_img,3990
532,Archie 75 Series 008 - Archie and Me (2016) (Digital-Empire),,archie,,,romance|humour,,540,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\archie\page_img,3991
533,"Archie 75 Series 009 - Ginger, Sweetheart of a Nation (2016) (Digital-Empire)",,archie,,,romance|humour,,541,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\archie\page_img,3992
534,Archie 75 Series 010 - Jughead (2016) (Digital-Empire),,archie,,,romance|humour,,542,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\archie\page_img,3993
535,Archie 75 Series 011 - Archie Giant Series (2016) (Digital-Empire),,archie,,,romance|humour,,543,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\archie\page_img,3994
536,Archie 75 Series 012 - Josie and the Pussycats (2016) (Digital-Empire),,archie,,,romance|humour,,544,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\archie\page_img,3995
537,Archie 75 Series 013 - Betty and Veronica (2016) (Digital-Empire),,archie,,,romance|humour,,545,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\archie\page_img,3996
538,Archie 75 Series 014 - Laugh (2016) (Digital-Empire),,archie,,,romance|humour,,546,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\archie\page_img,3997
539,Archie 75 Series 015 - Veronica (2016) (Digital-Empire),,archie,,,romance|humour,,547,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\archie\page_img,3998
540,00- Introduction and Character Information,,asterix,,,humour,,548,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,3999
541,00- The Complete Guide To Asterix,,asterix,,,humour,,549,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4000
542,01- Asterix the Gaul,,asterix,,,humour,,550,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4001
543,02- Asterix and the Golden Sickle,,asterix,,,humour,,551,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4002
544,03- Asterix and the Goths,,asterix,,,humour,,552,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4003
545,04- Asterix The Gladiator,,asterix,,,humour,,553,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4004
546,05- Asterix and the Banquet,,asterix,,,humour,,554,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4005
547,06- Asterix and Cleopatra,,asterix,,,humour,,555,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4006
548,07- Asterix and The Big Fight,,asterix,,,humour,,556,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4007
549,08- Asterix in Britain,,asterix,,,humour,,557,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4008
550,09- Asterix and the Normans,,asterix,,,humour,,558,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4009
551,10- Asterix The Legionary,,asterix,,,humour,,559,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4010
552,11- Asterix and the Chieftain_s Shield,,asterix,,,humour,,560,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4011
553,12- Asterix at the Olympic Games,,asterix,,,humour,,561,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4012
554,13- Asterix and the Cauldron,,asterix,,,humour,,562,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4013
555,14- Asterix in Spain,,asterix,,,humour,,563,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4014
556,15- Asterix and the Roman Agent,,asterix,,,humour,,564,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4015
557,16- Asterix in Switzerland,,asterix,,,humour,,565,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4016
558,17- The Mansions of the Gods,,asterix,,,humour,,566,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4017
559,18- Asterix and the Laurel Wreath,,asterix,,,humour,,567,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4018
560,19- Asterix and the Soothsayer,,asterix,,,humour,,568,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4019
561,20- Asterix in Corsica,,asterix,,,humour,,569,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4020
562,21- Asterix and Caesar_s Gift,,asterix,,,humour,,570,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4021
563,22- Asterix and the Great Crossing,,asterix,,,humour,,571,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\asterix\page_img,4022
564,Avengers001,,avengers,,,superhero|adventure,,572,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4023
565,Avengers002,,avengers,,,superhero|adventure,,573,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4024
566,Avengers003,,avengers,,,superhero|adventure,,574,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4025
567,Avengers004,,avengers,,,superhero|adventure,,575,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4026
568,Avengers005,,avengers,,,superhero|adventure,,576,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4027
569,Avengers006,,avengers,,,superhero|adventure,,577,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4028
570,Avengers007,,avengers,,,superhero|adventure,,578,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4029
571,Avengers008,,avengers,,,superhero|adventure,,579,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4030
572,Avengers009,,avengers,,,superhero|adventure,,580,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4031
573,Avengers010,,avengers,,,superhero|adventure,,581,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4032
574,Avengers011,,avengers,,,superhero|adventure,,582,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4033
575,Avengers012,,avengers,,,superhero|adventure,,583,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4034
576,Avengers013,,avengers,,,superhero|adventure,,584,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4035
577,Avengers014,,avengers,,,superhero|adventure,,585,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4036
578,Avengers015,,avengers,,,superhero|adventure,,586,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4037
579,Avengers016,,avengers,,,superhero|adventure,,587,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4038
580,Avengers017,,avengers,,,superhero|adventure,,588,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4039
581,Avengers018,,avengers,,,superhero|adventure,,589,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4040
582,Avengers019,,avengers,,,superhero|adventure,,590,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4041
583,Avengers020,,avengers,,,superhero|adventure,,591,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4042
584,Avengers021,,avengers,,,superhero|adventure,,592,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4043
585,Avengers022,,avengers,,,superhero|adventure,,593,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4044
586,Avengers023,,avengers,,,superhero|adventure,,594,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4045
587,Avengers024,,avengers,,,superhero|adventure,,595,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4046
588,Avengers025,,avengers,,,superhero|adventure,,596,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4047
589,Avengers026,,avengers,,,superhero|adventure,,597,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4048
590,Avengers027,,avengers,,,superhero|adventure,,598,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4049
591,Avengers028,,avengers,,,superhero|adventure,,599,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4050
592,Avengers029,,avengers,,,superhero|adventure,,600,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4051
593,Avengers030,,avengers,,,superhero|adventure,,601,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4052
594,Avengers031,,avengers,,,superhero|adventure,,602,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4053
595,Avengers032,,avengers,,,superhero|adventure,,603,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4054
596,Avengers033,,avengers,,,superhero|adventure,,604,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4055
597,Avengers034,,avengers,,,superhero|adventure,,605,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4056
598,Avengers035,,avengers,,,superhero|adventure,,606,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4057
599,Avengers036,,avengers,,,superhero|adventure,,607,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4058
600,Avengers037,,avengers,,,superhero|adventure,,608,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4059
601,Avengers038,,avengers,,,superhero|adventure,,609,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4060
602,Avengers039,,avengers,,,superhero|adventure,,610,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4061
603,Avengers040,,avengers,,,superhero|adventure,,611,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4062
604,Avengers041,,avengers,,,superhero|adventure,,612,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4063
605,Avengers042,,avengers,,,superhero|adventure,,613,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4064
606,Avengers043,,avengers,,,superhero|adventure,,614,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4065
607,Avengers044,,avengers,,,superhero|adventure,,615,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4066
608,Avengers045,,avengers,,,superhero|adventure,,616,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4067
609,Avengers046,,avengers,,,superhero|adventure,,617,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4068
610,Avengers047,,avengers,,,superhero|adventure,,618,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4069
611,Avengers048,,avengers,,,superhero|adventure,,619,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4070
612,Avengers049,,avengers,,,superhero|adventure,,620,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4071
613,Avengers050,,avengers,,,superhero|adventure,,621,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4072
614,Avengers051,,avengers,,,superhero|adventure,,622,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4073
615,Avengers052,,avengers,,,superhero|adventure,,623,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4074
616,Avengers053,,avengers,,,superhero|adventure,,624,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4075
617,Avengers054,,avengers,,,superhero|adventure,,625,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4076
618,Avengers055,,avengers,,,superhero|adventure,,626,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4077
619,Avengers056,,avengers,,,superhero|adventure,,627,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4078
620,Avengers057,,avengers,,,superhero|adventure,,628,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4079
621,Avengers058,,avengers,,,superhero|adventure,,629,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4080
622,Avengers059,,avengers,,,superhero|adventure,,630,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4081
623,Avengers060,,avengers,,,superhero|adventure,,631,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4082
624,Avengers061,,avengers,,,superhero|adventure,,632,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4083
625,Avengers062,,avengers,,,superhero|adventure,,633,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4084
626,Avengers063,,avengers,,,superhero|adventure,,634,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4085
627,Avengers064,,avengers,,,superhero|adventure,,635,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4086
628,Avengers065,,avengers,,,superhero|adventure,,636,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4087
629,Avengers066,,avengers,,,superhero|adventure,,637,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4088
630,Avengers067,,avengers,,,superhero|adventure,,638,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4089
631,Avengers068,,avengers,,,superhero|adventure,,639,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4090
632,Avengers069,,avengers,,,superhero|adventure,,640,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4091
633,Avengers070,,avengers,,,superhero|adventure,,641,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4092
634,Avengers071,,avengers,,,superhero|adventure,,642,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4093
635,Avengers_ANN_001,,avengers,,,superhero|adventure,,643,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4094
636,Avengers_ANN_002,,avengers,,,superhero|adventure,,644,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\avengers\page_img,4095
637,Batman 001,,batman,,,superhero|detective|crime,,645,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4096
638,Batman 002,,batman,,,superhero|detective|crime,,646,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4097
639,Batman 003,,batman,,,superhero|detective|crime,,647,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4098
640,Batman 004,,batman,,,superhero|detective|crime,,648,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4099
641,Batman 005,,batman,,,superhero|detective|crime,,649,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4100
642,Batman 006,,batman,,,superhero|detective|crime,,650,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4101
643,Batman 007,,batman,,,superhero|detective|crime,,651,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4102
644,Batman 008,,batman,,,superhero|detective|crime,,652,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4103
645,Batman 009,,batman,,,superhero|detective|crime,,653,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4104
646,Batman 010,,batman,,,superhero|detective|crime,,654,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4105
647,Batman 011,,batman,,,superhero|detective|crime,,655,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4106
648,Batman 012,,batman,,,superhero|detective|crime,,656,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4107
649,Batman 013,,batman,,,superhero|detective|crime,,657,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4108
650,Batman 014,,batman,,,superhero|detective|crime,,658,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4109
651,Batman 015,,batman,,,superhero|detective|crime,,659,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4110
652,Batman 016,,batman,,,superhero|detective|crime,,660,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4111
653,Batman 017,,batman,,,superhero|detective|crime,,661,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4112
654,Batman 018,,batman,,,superhero|detective|crime,,662,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4113
655,Batman 019,,batman,,,superhero|detective|crime,,663,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4114
656,Batman 020,,batman,,,superhero|detective|crime,,664,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4115
657,Batman 021,,batman,,,superhero|detective|crime,,665,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4116
658,Batman 022,,batman,,,superhero|detective|crime,,666,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4117
659,Batman 023,,batman,,,superhero|detective|crime,,667,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4118
660,Batman 024,,batman,,,superhero|detective|crime,,668,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4119
661,Batman 025,,batman,,,superhero|detective|crime,,669,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4120
662,Batman 026,,batman,,,superhero|detective|crime,,670,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4121
663,Batman 027,,batman,,,superhero|detective|crime,,671,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4122
664,Batman 028,,batman,,,superhero|detective|crime,,672,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4123
665,Batman 029,,batman,,,superhero|detective|crime,,673,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4124
666,Batman 030,,batman,,,superhero|detective|crime,,674,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4125
667,Batman 031,,batman,,,superhero|detective|crime,,675,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4126
668,Batman 032,,batman,,,superhero|detective|crime,,676,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4127
669,Batman 033,,batman,,,superhero|detective|crime,,677,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\batman\page_img,4128
670,Blondie 149,,blondie,,,humour|romance,,678,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\blondie\page_img,4129
671,Blondie 150,,blondie,,,humour|romance,,679,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\blondie\page_img,4130
672,Blondie 152,,blondie,,,humour|romance,,680,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\blondie\page_img,4131
673,Blondie 159,,blondie,,,humour|romance,,681,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\blondie\page_img,4132
674,Blondie 165,,blondie,,,humour|romance,,682,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\blondie\page_img,4133
675,Blondie 167,,blondie,,,humour|romance,,683,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\blondie\page_img,4134
676,Blondie 170,,blondie,,,humour|romance,,684,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\blondie\page_img,4135
677,Captain America Comics 001 (1941) (Digital) (AnPymGold-Empire),,captain_america,,,superhero|action,,685,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\captain_america\page_img,4136
678,Captain America Comics 002 (1941) (Digital) (AnPymGold-Empire),,captain_america,,,superhero|action,,686,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\captain_america\page_img,4137
679,Captain America Comics 003 (1941) (Digital) (AnPymGold-Empire),,captain_america,,,superhero|action,,687,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\captain_america\page_img,4138
680,Captain America Comics 004 (1941) (Digital) (AnPymGold-Empire),,captain_america,,,superhero|action,,688,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\captain_america\page_img,4139
681,Captain America Comics 005 (1941) (Digital) (AnPymGold-Empire),,captain_america,,,superhero|action,,689,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\captain_america\page_img,4140
682,Captain America Comics 006,,captain_america,,,superhero|action,,690,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\captain_america\page_img,4141
683,Captain America Comics 007 (1941) (Digital) (AnPymGold-Empire),,captain_america,,,superhero|action,,691,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\captain_america\page_img,4142
684,Captain America Comics 008 (1941) (Digital) (AnPymGold-Empire),,captain_america,,,superhero|action,,692,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\captain_america\page_img,4143
685,Captain America Comics 009 (1941) (Digital) (AnPymGold-Empire),,captain_america,,,superhero|action,,693,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\captain_america\page_img,4144
686,Captain America Comics 010 (1942) (Digital) (AnPymGold-Empire),,captain_america,,,superhero|action,,694,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\captain_america\page_img,4145
