comic_no,Book Title,Vol,Issue,Year,Month,genre,link,our_idx,img_folderpath,_old_comic_no
932,Fantastic_Four069,,fantastic_four,,,superhero|adventure|scifi,,975,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4426
933,Fantastic_Four070,,fantastic_four,,,superhero|adventure|scifi,,976,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4427
934,Fantastic_Four071,,fantastic_four,,,superhero|adventure|scifi,,977,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4428
935,Fantastic_Four072,,fantastic_four,,,superhero|adventure|scifi,,978,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4429
936,Fantastic_Four073,,fantastic_four,,,superhero|adventure|scifi,,979,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4430
937,Fantastic_Four074,,fantastic_four,,,superhero|adventure|scifi,,980,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4431
938,Fantastic_Four075,,fantastic_four,,,superhero|adventure|scifi,,981,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4432
939,Fantastic_Four076,,fantastic_four,,,superhero|adventure|scifi,,982,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4433
940,Fantastic_Four077,,fantastic_four,,,superhero|adventure|scifi,,983,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4434
941,Fantastic_Four078,,fantastic_four,,,superhero|adventure|scifi,,984,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4435
942,Fantastic_Four079,,fantastic_four,,,superhero|adventure|scifi,,985,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4436
943,Fantastic_Four080,,fantastic_four,,,superhero|adventure|scifi,,986,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4437
944,Fantastic_Four081,,fantastic_four,,,superhero|adventure|scifi,,987,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4438
945,Fantastic_Four082,,fantastic_four,,,superhero|adventure|scifi,,988,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4439
946,Fantastic_Four083,,fantastic_four,,,superhero|adventure|scifi,,989,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4440
947,Fantastic_Four084,,fantastic_four,,,superhero|adventure|scifi,,990,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4441
948,Fantastic_Four085,,fantastic_four,,,superhero|adventure|scifi,,991,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4442
949,Fantastic_Four086,,fantastic_four,,,superhero|adventure|scifi,,992,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4443
950,Fantastic_Four087,,fantastic_four,,,superhero|adventure|scifi,,993,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4444
951,Fantastic_Four088,,fantastic_four,,,superhero|adventure|scifi,,994,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4445
952,Fantastic_Four089,,fantastic_four,,,superhero|adventure|scifi,,995,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4446
953,Fantastic_Four090,,fantastic_four,,,superhero|adventure|scifi,,996,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4447
954,Fantastic_Four091,,fantastic_four,,,superhero|adventure|scifi,,997,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4448
955,Fantastic_Four092,,fantastic_four,,,superhero|adventure|scifi,,998,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4449
956,Fantastic_Four093,,fantastic_four,,,superhero|adventure|scifi,,999,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4450
957,Fantastic_Four_ANN001,,fantastic_four,,,superhero|adventure|scifi,,1000,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4451
958,Fantastic_Four_ANN002,,fantastic_four,,,superhero|adventure|scifi,,1001,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4452
959,Fantastic_Four_ANN003,,fantastic_four,,,superhero|adventure|scifi,,1002,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4453
960,Fantastic_Four_ANN004,,fantastic_four,,,superhero|adventure|scifi,,1003,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4454
961,Fantastic_Four_ANN005,,fantastic_four,,,superhero|adventure|scifi,,1004,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4455
962,Fantastic_Four_ANN006,,fantastic_four,,,superhero|adventure|scifi,,1005,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\fantastic_four\page_img,4456
963,Flash Comics (Wheaties Giveaway)(Jay Garrick - Flash),,flash,,,superhero|adventure,,1006,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4457
964,Flash Comics 001 (1940) (c2c),,flash,,,superhero|adventure,,1007,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4458
965,Flash Comics 001 (1940) (digital) (Flash only) (Minutemen-Mookie),,flash,,,superhero|adventure,,1008,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4459
966,Flash Comics 004 (1940) (paper-fiche) (c2c) (ffly-rolster),,flash,,,superhero|adventure,,1009,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4460
967,Flash Comics 005f (1940) (c2c),,flash,,,superhero|adventure,,1010,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4461
968,Flash Comics 006f (1940) (c2c) (Oldwayne-Rolster-aussie500-DCP),,flash,,,superhero|adventure,,1011,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4462
969,Flash Comics 007 (1940) (c2c) (Freddyfly_Darkmark-DCP),,flash,,,superhero|adventure,,1012,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4463
970,Flash Comics 010f (1940) (c2c) (Oldwayne-Rolster),,flash,,,superhero|adventure,,1013,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4464
971,Flash Comics 011f (1940) (c2c) (Oldwayne-Rolster),,flash,,,superhero|adventure,,1014,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4465
972,Flash Comics 012 (1940) (c2c) (Freddyfly_Darkmark-DCP),,flash,,,superhero|adventure,,1015,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4466
973,Flash Comics 013 (1941) (c2c) (Oldwayne-Rolster),,flash,,,superhero|adventure,,1016,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4467
974,Flash Comics 014f (1941) (c2c) (Oldwayne-Rolster),,flash,,,superhero|adventure,,1017,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4468
975,Flash Comics 016 (1941) (c2c),,flash,,,superhero|adventure,,1018,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4469
976,Flash Comics 018 (1941) (c2c) (L246-Yoc),,flash,,,superhero|adventure,,1019,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4470
977,Flash Comics 019 (1941) (c2c) (Team Supreme-DCP),,flash,,,superhero|adventure,,1020,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4471
978,Flash Comics 020f (1941) (c2c) (OldWayne-Rolster),,flash,,,superhero|adventure,,1021,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4472
979,Flash Comics 021f (1941) (c2c) (OldWayne-Rolster),,flash,,,superhero|adventure,,1022,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4473
980,Flash Comics 022f (1941) (c2c) (OldWayne-Ontology),,flash,,,superhero|adventure,,1023,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4474
981,Flash Comics 023f (1941) (c2c) (OldWayne-Ontology),,flash,,,superhero|adventure,,1024,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4475
982,Flash Comics 024 (1941) (c2c) (Teto7totoro-DCP),,flash,,,superhero|adventure,,1025,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4476
983,Flash Comics 025 (1941) (c2c),,flash,,,superhero|adventure,,1026,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4477
984,Flash Comics 026f (1942) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1027,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4478
985,Flash Comics 027F (1942) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1028,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4479
986,Flash Comics 028 (1942) (c2c) (Pmack),,flash,,,superhero|adventure,,1029,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4480
987,Flash Comics 029 (1942) (c2c) (Pmack),,flash,,,superhero|adventure,,1030,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4481
988,Flash Comics 031 (1942) (INC) (51pg) (Freddyfly_Darkmark-DCP),,flash,,,superhero|adventure,,1031,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4482
989,Flash Comics 031f (1942) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1032,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4483
990,Flash Comics 032F (1941) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1033,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4484
991,Flash Comics 033f (1942) (c2c),,flash,,,superhero|adventure,,1034,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4485
992,Flash Comics 034f (1942) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1035,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4486
993,Flash Comics 035 (1942) (c2c) (Covers Added),,flash,,,superhero|adventure,,1036,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4487
994,Flash Comics 036f (1942) (c2c),,flash,,,superhero|adventure,,1037,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4488
995,Flash Comics 037 (1943) (c2c) (BHcomics-Pmack),,flash,,,superhero|adventure,,1038,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4489
996,Flash Comics 038 (1943) (c2c) (Pmack),,flash,,,superhero|adventure,,1039,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4490
997,Flash Comics 039 (1943),,flash,,,superhero|adventure,,1040,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4491
998,Flash Comics 040 (1943) (c2c) (BHcomics-Pmack),,flash,,,superhero|adventure,,1041,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4492
999,Flash Comics 041 (1943) (c2c),,flash,,,superhero|adventure,,1042,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4493
1000,Flash Comics 042f (1943) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1043,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4494
1001,Flash Comics 043 (1943) (c2c) (Spectre99 + Darkmark-DCP),,flash,,,superhero|adventure,,1044,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4495
1002,Flash Comics 044 (1943) (c2c) (Unknown + Darkmark-DCP),,flash,,,superhero|adventure,,1045,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4496
1003,Flash Comics 045f (1943) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1046,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4497
1004,Flash Comics 046f (1943) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1047,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4498
1005,Flash Comics 047 (1943) (paper+ifc.fiche) (c2c) (L246-loftypilot+DM),,flash,,,superhero|adventure,,1048,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4499
1006,Flash Comics 047f (1943) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1049,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4500
1007,Flash Comics 048f (1943) (c2c) (Corrected) (Darkmark-DCP),,flash,,,superhero|adventure,,1050,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4501
1008,Flash Comics 049 (1944) 60pg,,flash,,,superhero|adventure,,1051,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4502
1009,Flash Comics 050f (1944) (c2c) (Corrected) (Darkmark-DCP),,flash,,,superhero|adventure,,1052,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4503
1010,Flash Comics 051f (1944) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1053,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4504
1011,Flash Comics 052f (1944) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1054,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4505
1012,Flash Comics 053 (1944) (c2c) (BHcomics-Pmack),,flash,,,superhero|adventure,,1055,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4506
1013,Flash Comics 054f (1944) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1056,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4507
1014,Flash Comics 055 (1944) (c2c),,flash,,,superhero|adventure,,1057,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4508
1015,Flash Comics 056 (1944) (c2c) (Rescan) (Biff),,flash,,,superhero|adventure,,1058,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4509
1016,Flash Comics 057 (1944) (c2c),,flash,,,superhero|adventure,,1059,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4510
1017,Flash Comics 058 (1944) (c2c),,flash,,,superhero|adventure,,1060,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4511
1018,Flash Comics 059f (1944) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1061,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4512
1019,Flash Comics 060 (1944) (c2c),,flash,,,superhero|adventure,,1062,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4513
1020,Flash Comics 061f (1945) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1063,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4514
1021,Flash Comics 062 (1945) (c2c),,flash,,,superhero|adventure,,1064,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4515
1022,Flash Comics 063f (1945) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1065,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4516
1023,Flash Comics 064f (1945) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1066,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4517
1024,Flash Comics 065f (1945) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1067,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4518
1025,Flash Comics 066 (1945) (c2c),,flash,,,superhero|adventure,,1068,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4519
1026,Flash Comics 067 (1945) (c2c) (Pmack),,flash,,,superhero|adventure,,1069,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4520
1027,Flash Comics 068 (1946) (c2c),,flash,,,superhero|adventure,,1070,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4521
1028,Flash Comics 069 (1946) (c2c),,flash,,,superhero|adventure,,1071,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4522
1029,Flash Comics 070 (1946) (c2c),,flash,,,superhero|adventure,,1072,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4523
1030,Flash Comics 071f (1946) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1073,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4524
1031,Flash Comics 072 (1946) (c2c) (paper),,flash,,,superhero|adventure,,1074,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4525
1032,Flash Comics 073 (1946) (c2c) (paper),,flash,,,superhero|adventure,,1075,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4526
1033,Flash Comics 074 (1946) (c2c),,flash,,,superhero|adventure,,1076,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4527
1034,Flash Comics 075 (1946) (c2c) (L246-Yoc),,flash,,,superhero|adventure,,1077,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4528
1035,Flash Comics 076 (1946) (c2c) (paper with 2 fiche pages),,flash,,,superhero|adventure,,1078,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4529
1036,Flash Comics 077f (1946) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1079,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4530
1037,Flash Comics 078 (1946) (c2c) (AMP + Darkmark-DCP),,flash,,,superhero|adventure,,1080,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4531
1038,Flash Comics 079 (1947) (c2c),,flash,,,superhero|adventure,,1081,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4532
1039,Flash Comics 080 (1947) (c2c) (L246-Yocitrus),,flash,,,superhero|adventure,,1082,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4533
1040,Flash Comics 081f (1947) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1083,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4534
1041,Flash Comics 082 (1947) (c2c) (Pmack),,flash,,,superhero|adventure,,1084,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4535
1042,Flash Comics 083 (1947) (c2c) (Fixed) (ABPC),,flash,,,superhero|adventure,,1085,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4536
1043,Flash Comics 084 (1947) (c2c) (Teto7Totoro),,flash,,,superhero|adventure,,1086,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4537
1044,Flash Comics 085 (1947) (paper+ifc.fiche) (c2c) (L246-Yoc+Darkmark-DCP),,flash,,,superhero|adventure,,1087,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4538
1045,Flash Comics 086f (1947) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1088,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4539
1046,Flash Comics 087f (1947) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1089,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4540
1047,Flash Comics 088 (1947) (c2c) (Darkmark + Pappy-DCP),,flash,,,superhero|adventure,,1090,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4541
1048,Flash Comics 089 (1947) (c2c),,flash,,,superhero|adventure,,1091,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4542
1049,Flash Comics 090f (1947) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1092,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4543
1050,Flash Comics 091 (1948) (c2c) (Darkmark + Pappy-DCP),,flash,,,superhero|adventure,,1093,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4544
1051,Flash Comics 092f (1948) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1094,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4545
1052,Flash Comics 093f (1948) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1095,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4546
1053,Flash Comics 094f (1948) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1096,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4547
1054,Flash Comics 095 (1948) (c2c) (Darkmark + Pappy-DCP),,flash,,,superhero|adventure,,1097,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4548
1055,Flash Comics 096f (1948) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1098,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4549
1056,Flash Comics 097f (1948) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1099,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4550
1057,Flash Comics 098 (1948) (c2c) (Darkmark + Pappy-DCP),,flash,,,superhero|adventure,,1100,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4551
1058,Flash Comics 099 (1948) (c2c) (AMP + Darkmark-DCP),,flash,,,superhero|adventure,,1101,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4552
1059,Flash Comics 100 (1948) (c2c) (Darkmark + Pappy),,flash,,,superhero|adventure,,1102,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4553
1060,Flash Comics 101 (1948) (ifc fixed) (NMS),,flash,,,superhero|adventure,,1103,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4554
1061,Flash Comics 102f (1948) (c2c) (Darkmark-DCP),,flash,,,superhero|adventure,,1104,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4555
1062,Flash Comics 103f (1949) (c2c),,flash,,,superhero|adventure,,1105,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4556
1063,Flash Comics 104 (1949) (c2c),,flash,,,superhero|adventure,,1106,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4557
1064,The Flintstones #1 (Marvel),,flintstones,,,children|humour|fantasy,,1107,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flintstones\page_img,4558
1065,The Flintstones #2 (Marvel),,flintstones,,,children|humour|fantasy,,1108,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flintstones\page_img,4559
1066,The Flintstones #3 (Marvel),,flintstones,,,children|humour|fantasy,,1109,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flintstones\page_img,4560
1067,The Flintstones #4 (Marvel),,flintstones,,,children|humour|fantasy,,1110,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flintstones\page_img,4561
1068,The Flintstones #5 (Marvel),,flintstones,,,children|humour|fantasy,,1111,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flintstones\page_img,4562
1069,The Flintstones #6 (Marvel),,flintstones,,,children|humour|fantasy,,1112,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flintstones\page_img,4563
1070,The Flintstones #7 (Marvel),,flintstones,,,children|humour|fantasy,,1113,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flintstones\page_img,4564
1071,The Flintstones #8 (Marvel),,flintstones,,,children|humour|fantasy,,1114,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flintstones\page_img,4565
1072,The Flintstones #9 (Marvel),,flintstones,,,children|humour|fantasy,,1115,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flintstones\page_img,4566
1073,From Hell - Master Edition 001 (2018) (Digital) (Zone-Empire),,from_hell,,,crime|thriller,,1116,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4567
1074,From Hell - Master Edition 002 (2018) (Digital) (Zone-Empire),,from_hell,,,crime|thriller,,1117,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4568
1075,From Hell - Master Edition 003 (2019) (Digital) (Zone-Empire),,from_hell,,,crime|thriller,,1118,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4569
1076,From Hell - Master Edition 004 (2019) (Digital) (Zone-Empire),,from_hell,,,crime|thriller,,1119,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4570
1077,From Hell - Master Edition 005 (2019) (Digital) (Zone-Empire),,from_hell,,,crime|thriller,,1120,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4571
1078,From Hell - Master Edition 006 (2019) (Digital) (Zone-Empire),,from_hell,,,crime|thriller,,1121,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4572
1079,From Hell - Master Edition 007 (2019) (Digital) (Zone-Empire),,from_hell,,,crime|thriller,,1122,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4573
1080,From Hell - Master Edition 008 (2019) (Digital) (Zone-Empire),,from_hell,,,crime|thriller,,1123,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4574
1081,From Hell - Master Edition 009 (2020) (Digital) (Zone-Empire),,from_hell,,,crime|thriller,,1124,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4575
1082,From Hell - Master Edition 010 (2020) (Digital) (Zone-Empire),,from_hell,,,crime|thriller,,1125,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4576
1083,Funnyman Issue #1,,funny_man,,,humour|crime,,1126,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\funny_man\page_img,4577
1084,Funnyman Issue #2,,funny_man,,,humour|crime,,1127,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\funny_man\page_img,4578
